# time	Trigger	RGA	Intrepid	Pockels_Monitor	
1.919120000000000101e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	2.000000000000000389e-02
1.919279999999999859e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.919440000000000040e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.919599999999999798e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.919759999999999980e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.919920000000000161e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.920079999999999919e-06	1.709999999999999964e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.920240000000000101e-06	1.709999999999999964e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
1.920399999999999858e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	2.000000000000000389e-02
1.920560000000000040e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	2.000000000000000389e-02
1.920719999999999798e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.920879999999999979e-06	1.709999999999999964e+00	-2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.921040000000000161e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.921199999999999919e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.921360000000000100e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	-2.000000000000000389e-02
1.921519999999999858e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.921680000000000039e-06	1.689999999999999947e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.921839999999999797e-06	1.689999999999999947e+00	6.000000000000005329e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.921999999999999979e-06	1.709999999999999964e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.922160000000000160e-06	1.729999999999999982e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.922319999999999918e-06	1.729999999999999982e+00	2.000000000000001776e-03	-1.110223024625156540e-16	0.000000000000000000e+00
1.922480000000000099e-06	1.709999999999999964e+00	2.000000000000001776e-03	7.999999999999896083e-03	0.000000000000000000e+00
